Okay, keep it straight.	Tốt, giữ cho nó đi thẳng.
You lose your sense of balance, you get muscle tremors, and that tends to lead people to being less and less mobile.	Bạn sẽ mất cảm giác cân bằng, bạn sẽ bị run cơ, và điều đó dần làm cho người ta ngày càng ngại di chuyển.
The house-to-house work can thus become less daunting and workmates less intimidating, while whole-souled service becomes more appealing. —Isaiah 51:12; Romans 10:10.	Như thế, công việc rao giảng từ nhà này sang nhà kia có thể trở nên ít thoái chí và họ càng thấy ít sợ những bạn cùng sở, trong khi đó việc phụng sự hết mình càng trở nên thích thú hơn (Ê-sai 51:12; Rô-ma 10:10).
Be careful not to take it for granted, only to find that you gradually speak with each other less and less.	Hãy tránh coi thường sự thông tri giữa vợ chồng, nếu không vợ chồng sẽ càng ngày càng ít nói chuyện với nhau.
So one question to keep in mind as you're doing this first page is: Has anyone else in the history of time less intelligent or less driven figured this out?	Có một câu hỏi cần lưu ý khi bạn làm trang đầu tiên này là: Xưa nay, đã từng có ai khác ít thông minh hơn hoặc ít định hướng hơn từng xử lý được nó chưa?
And it's this long-term kind of procrastination that's much less visible and much less talked about than the funnier, short-term deadline-based kind.	Và chính sự trì hoãn dài hạn này không dễ bị phát hiện và ít được nói đến hơn cái trì hoãn vì ham vui ngắn hạn, và có thời hạn.
But even for those of us who have experienced this before, it is no less of a shock, it is no less terrifying.	Nhưng dù đối với những người đã từng trải qua chuyện này, nó không hề ít sốc hơn, không hề ít đáng sợ hơn.
Less mysterious —but no less tragic— are the bodies of children who were sacrificed as offerings to the Andes mountain gods.	Ít huyền bí hơn nhưng không kém phần bi thảm, đó là những thi hài của trẻ con bị tế các thần núi Andes.
It turns out, most people over 50 feel better, are less stressed, less hostile, less anxious.	Hóa ra, phần lớn người trên 50 tuổi đều cảm thấy tốt hơn, ít bị căng thăng hơn ít thù hằn và lo lắng hơn.
It feels less positive, less optimistic, to talk about how the pie is sliced than to think about how to make the pie bigger.	Nó khiến ta cảm thấy ít tích cực, ít lạc quan hơn để nói về chuyện làm thế nào chiếc bánh được phân chia hơn là để suy nghĩ về việc làm thế nào làm cho chiếc bánh lớn hơn.
“Among married individuals, premarital cohabitation is related to lower marital satisfaction, less time spent together in shared activities, higher levels of marital disagreement, less supportive behavior, less positive problem solving, [and] more reports of marital problems . . .	“Trong số các cặp sống thử nay đã kết hôn, việc sống thử có liên quan đến tình trạng hôn nhân không mấy thỏa nguyện, ít dành thời gian sinh hoạt chung, có nhiều bất đồng hơn, ít ủng hộ nhau, ít thành công trong việc giải quyết các vấn đề, [và] có nhiều báo cáo hơn về các vấn đề trong hôn nhân...
We have more and more time-saving devices, but sometimes, it seems, less and less time.	Ngày càng nhiều thiết bị tiết kiệm thời gian ra đời, nhưng có vẻ như, thời gian ngày càng thu hẹp lại.
And my laptop runs slower, less reliably and less pleasantly than it ever has before.	Máy tính của tôi chạy chậm hơn, kém ổn định hơn, và thêm phần khó chịu hơn trước.
As children grow up, parents may feel less and less responsibility toward them.	Khi con cái khôn lớn thì cha mẹ thường cảm thấy càng có ít trách nhiệm hơn đối với chúng.
I thought it would be less- - less messy.	Thần nghĩ là nó sẽ đỡ - ít dơ bẩn hơn.
From field studies to laboratory studies, we see that winning or losing an election, gaining or losing a romantic partner, getting or not getting a promotion, passing or not passing a college test, on and on, have far less impact, less intensity and much less duration than people expect them to have.	Từ các nghiên cứu thực địa cho đến những nghiên cứu trong phòng thí nghiệm, chúng ta thấy rằng thắng hay thua một cuộc bầu cử, có được hay bị mất đi người yêu, được hoặc không được thăng chức, đỗ hay trượt một kì thi đại học, v. v., có tác động, cường độ và đặc biệt là thời gian diễn ra ít hơn rất nhiều so với chúng ta nghĩ.
These initiatives cost less than a missile, and certainly less than any soldier's life, but more importantly, it takes the war to their homelands, and not onto our shore, and we're looking at the causes.	Những ý tưởng này không đắt bằng 1 tên lửa, và chắc chắn không bằng mạng sống của bất kì người lính nào, nhưng quan trọng hơn, nó đưa chiến tranh về quê hương của nó mà không phải vào bờ biển của chúng ta, và ta nhìn vào những nguyên nhân.
Uh... did people get less surprising or are we less easily surprised?	Bây giờ người ta ít tạo được bất ngờ hay chúng ta không còn cảm thấy bất ngờ?
But after the buzz, the excitement, the power that comes from this community, I began to yearn for a less sterile, less academic way to address these issues, the issues that I was talking about.	Nhưng sau sự phấn khích, sức mạnh đã tới từ cộng đồng này, Tôi bắt đầu mong muốn tìm ra một cách ít khô khan, ít học thuật hơn, để giải quyết vấn đề, vấn đề mà tôi đã nói.
You and I should think less about ourselves, think more about other people talk less and do more expect less and give more and that's all for my talk thank you for listening	Bạn và tôi nên nghĩ ít hơn về bản thân, mà hãy nghĩ nhiều hơn về những con người khác nói ít mà làm nhiều kì vọng ít đi và cho đi nhiều hơn và đó là tất cả những gì tôi muốn nói cảm ơn các bạn đã lắng nghe �
She's got less and less control over her magic lately.	Gần đây con bé càng lúc càng mất kiểm soát phép thuật của mình.
So, if you put it all together, this could help explain why today's college graduates, as well as less educated Americans, know less about the world than their counterparts did 20 years ago.	Và nếu bạn đặt mọi thứ với nhau, nó có thể giải thích tại sao ngày nay một sinh viên đại học cũng như những người Mỹ ở bậc học thấp hơn biết về thế giới ít hơn so với 20 năm trước
You could've made this less painful if you had been more concerned about my daughter and less concerned about your goddamn desk.	Anh đã có thể không gây ra sự đau đớn này nếu như có chút quan tâm tới con gái tôi hơn là cái bàn giấy chết tiệt của anh
And what they've realized is that using violence in the situations they operate in is not only less humane, but it's less effective than using methods that connect people with people, that rebuild.	Và họ nhận ra rằng sử dụng bạo lực trong những trường hợp trên không chỉ là phi nhân đạo, mà còn không hiệu quả bằng những phương pháp kết nối con người lại với nhau.
The typical Portland citizen drives four miles less, and 11 minutes less per day than they did before.	Một công dân Portland điển hình lái giảm đi bốn dặm, và ngắn đi 11 phút một ngày so với trước đây.
And so I began to feel myself doing less and thinking less and feeling less.	Và rồi tôi bắt đầu thấy mình hoạt động ít dần suy nghĩ ít dần cảm nhận ít dần.
So it turns out that being paid less and praised less has its upsides -- for society at least.	Hóa ra được trả ít hơn và được khen ít hơn có những mặt tích cực của riêng nó --- ít nhất là cho xã hội.
* China’s growth pattern is also changing as it moves up the income ladder, and is likely to rely more on consumption and less on investment and exports, and more on services and less on industry – offering opportunities and challenges.	* Mô hình tăng trưởng của Trung Quốc cũng đang thay đổi khi quốc gia này gia nhập nhóm nước thu nhập cao hơn, và Trung Quốc có thể sẽ tăng cường tiêu thụ nội địa và giảm phụ thuộc vào đầu tư và xuất khẩu, tăng cường dịch vụ và giảm công nghiệp. Điều này mang lại cả cơ hội và thách thức.
And therefore less juice into the task, fewer puzzles solved and less favorable outcomes compared to you folks.	làm giảm đi sự tự tin khi bạn thực hiện hành động, mà ở đây nghĩa là giải đáp các câu đố.
In a world where media is global, social, ubiquitous and cheap, in a world of media where the former audience are now increasingly full participants, in that world, media is less and less often about crafting a single message to be consumed by individuals.	trong thế giới mà truyền thông là tòan cầu, xã hội, khắp nơi và rẻ tiền nơi mà những khán giả đầu tiên đang tăng tính đóng góp trong thế giới truyền thông ngày càng ít gửi đi thông điệp đơn lẻ đến một cá nhân
As the responsibilities of my job increased, I spent less and less time in the ministry.	Trách nhiệm ngày càng nặng nề khiến tôi càng có ít thời giờ cho thánh chức.
The less you kill, the less better you feel.	Càng giết ít, càng thấy ít tốt hơn.
When you relieve the suffering of others, you will feel happier, more optimistic, less lonely, and less inclined to think negative thoughts.	Khi xoa dịu nỗi đau của người khác, chúng ta sẽ hạnh phúc và lạc quan hơn, bớt cô đơn và ít nghĩ tiêu cực hơn.
The sight of a woman playing drums enfeebles her, makes her less feminine, less desirable, but all this optimally puts her on a lower social stand.	Hình ảnh một người phụ nữ chơi trống làm cô ấy trở nên yếu ớt, kém nữ tính, kém quyến rũ, nhưng tất cả những điều này, hơn hết, đẩy cô ấy vào vị thế thấp kém hơn.
I asked President Tanner why the roads and highways in western Canada basically remained intact during such winters, showing little or no signs of cracking or breaking, while the road surfaces in many areas where winters are less cold and less severe developed cracks and breaks and potholes.	Tôi hỏi Chủ Tịch Tanner lý do tại sao những con đường và xa lộ ở miền tây Gia Nã Đại hầu như không bị ảnh hưởng gì trong những mùa đông như thế, chỉ cho thấy rất ít hay không hề có dấu hiệu nứt hay vỡ lở gì hết, trong khi đó mặt đường ở nhiều khu vực mà mùa đông ít lạnh hơn và ít khắc nghiệt hơn lại sinh ra các chỗ nứt, các chỗ lở và những cái ổ gà.
Why less and less people?	Tại sao lại ít và ít người hơn?
The old games are proving less and less effective.	Các chiêu trò cũ ngày càng kém hiệu quả.
